step,loss
1,168.500397
2,146.334686
3,122.832489
4,101.977135
5,85.288177
6,72.250862
7,62.324669
8,55.230606
9,49.782486
10,44.322277
11,40.801464
12,37.376171
13,33.660599
14,30.526245
15,28.792366
16,26.528099
17,24.316397
18,23.263680
19,21.316507
20,19.257706
21,18.001375
22,17.020323
23,16.015633
24,14.949373
25,13.491324
26,12.761723
27,12.279226
28,11.188505
29,10.421262
30,10.256374
31,10.398289
32,9.531366
33,9.194730
34,8.189116
35,8.363677
36,9.555786
37,7.769179
38,7.731568
39,6.265421
40,6.459557
41,6.540766
42,6.539611
43,6.370383
44,5.711653
45,5.650483
46,5.196880
47,5.393447
48,5.183280
49,5.227345
50,5.239435
51,4.747010
52,4.499671
53,4.623221
54,4.553216
55,4.984848
56,4.325750
57,4.464131
58,4.322194
59,4.338443
60,4.270840
61,4.191869
62,4.150470
63,4.021866
64,3.985213
65,3.947889
66,4.116090
67,3.454113
68,4.013770
69,3.672340
70,3.699589
71,4.060223
72,4.042269
73,3.714089
74,4.246336
75,3.608156
76,3.577244
77,3.854426
78,3.414656
79,3.379648
80,3.374614
81,3.666148
82,3.672381
83,3.609279
84,3.917598
85,3.538568
86,3.688779
87,3.578026
88,3.564443
89,3.408324
90,3.375905
91,3.560276
92,3.635410
93,3.661374
94,3.445499
95,3.372985
96,3.535143
97,3.259278
98,3.411220
99,3.231559
100,3.289838
101,3.327055
102,3.479343
103,3.460566
104,3.237131
105,4.056931
106,3.038557
107,3.250153
108,3.147461
109,3.296582
110,3.037609
111,3.232387
112,3.054340
113,3.001354
114,3.606496
115,3.595783
116,3.125957
117,3.053565
118,3.163629
119,2.940025
120,3.202052
121,2.915592
122,3.053708
123,3.043258
124,3.404854
125,3.566952
126,3.876826
127,3.100608
128,3.144180
129,2.870569
130,3.087164
131,2.925160
132,2.954106
133,3.131141
134,2.841330
135,3.133743
136,3.358220
137,2.884681
138,3.054853
139,3.877805
140,2.828074
141,3.077158
142,2.845087
143,2.942308
144,2.986868
145,2.895828
146,2.916969
147,2.997838
148,2.798264
149,2.827309
150,2.970649
151,2.796916
152,2.837191
153,2.948903
154,2.737259
155,2.966013
156,2.941857
157,2.881675
158,2.912819
159,2.843780
160,2.776858
161,2.745776
162,2.948412
163,2.943269
164,2.976798
165,3.005614
166,2.979167
167,2.781416
168,2.840356
169,2.897124
170,3.546520
171,2.751625
172,2.720850
173,2.933235
174,2.902806
175,2.863224
176,2.951522
177,2.883734
178,2.947658
179,3.898910
180,2.907101
181,2.733559
182,2.632405
183,2.706498
184,2.827609
185,2.685236
186,2.700239
187,2.881655
188,2.719195
189,2.847665
190,2.882448
191,2.689164
192,2.789600
193,2.829954
194,2.823990
195,2.956131
196,2.662823
197,2.874573
198,2.744628
199,3.129707
200,2.624540
201,2.624362
202,2.689840
203,3.006375
204,2.700936
205,3.055333
206,2.826251
207,2.664582
208,2.693113
209,2.688131
210,2.823298
211,2.710282
212,2.654375
213,2.770733
214,2.817525
215,2.622194
216,2.747797
217,2.726398
218,2.846073
219,2.756579
220,2.895388
221,2.654966
222,2.689579
223,2.643419
224,2.591376
225,2.735526
226,2.962237
227,2.789487
228,2.632438
229,2.700603
230,2.711079
231,2.553285
232,2.648036
233,2.639907
234,2.613127
235,2.570983
236,2.684281
237,2.536052
238,2.872362
239,2.561553
240,2.933930
241,2.594448
242,2.724798
243,2.583420
244,2.567680
245,2.650761
246,2.602871
247,2.693177
248,2.567425
249,2.557148
250,2.775059
251,2.665998
252,2.625057
253,2.483141
254,2.637885
255,2.496478
256,2.716355
257,2.499185
258,2.603805
259,2.649370
260,2.917975
261,2.516515
262,2.617884
263,2.596953
264,2.651112
265,2.590888
266,2.578676
267,2.533286
268,2.582767
269,2.572900
270,2.739748
271,2.638052
272,2.607728
273,2.465449
274,2.572129
275,2.652171
276,2.531898
277,2.516975
278,2.479103
279,2.505460
280,2.651909
281,2.773827
282,2.551341
283,2.487631
284,2.533870
285,2.626692
286,2.547518
287,2.499084
288,2.552189
289,2.736930
290,2.548011
291,2.592906
292,2.539638
293,2.616545
294,2.605533
295,2.507463
296,2.434745
297,2.632649
298,2.497069
299,2.531214
300,2.582974
301,2.553740
302,2.635879
303,2.792881
304,2.501653
305,2.421951
306,2.591897
307,2.446810
308,2.513134
309,2.886927
310,2.580483
311,2.494842
312,2.642724
313,2.497169
314,2.378562
315,2.394915
316,2.614615
317,2.710395
318,2.782250
319,2.565895
320,2.520872
321,2.632096
322,2.547006
323,2.429239
324,2.492806
325,2.671721
326,2.603501
327,2.526840
328,2.667372
329,2.483836
330,2.476153
331,2.945040
332,2.488499
333,2.516149
334,2.539924
335,2.481488
336,2.505313
337,2.546185
338,2.519955
339,2.465892
340,2.759944
341,2.490491
342,2.545460
343,2.545959
344,2.787693
345,2.430574
346,2.625633
347,2.498141
348,2.545769
349,2.477542
350,2.418545
351,2.589596
352,2.624345
353,2.989962
354,2.503036
355,2.417221
356,2.500766
357,2.460544
358,2.405559
359,2.403951
360,2.471971
361,2.411534
362,2.498683
363,2.443313
364,2.463860
365,2.532992
366,2.489175
367,2.482216
368,2.439706
369,2.600160
370,2.651359
371,2.407982
372,2.442375
373,2.579611
374,2.519653
375,2.484262
376,2.536726
377,2.456635
378,2.422143
379,2.517288
380,2.533060
381,2.450192
382,2.396672
383,2.414421
384,2.426288
385,2.557003
386,2.482618
387,2.409121
388,2.453647
389,2.484903
390,2.592330
391,2.646435
392,2.890445
393,2.646368
394,2.448218
395,2.396607
396,2.415219
397,2.525675
398,2.546060
399,2.496727
400,2.527159
401,2.453667
402,2.406368
403,2.392389
404,2.662101
405,2.302206
406,2.487118
407,2.373824
408,2.373890
409,2.347057
410,2.480857
411,2.524941
412,2.427013
413,2.402903
414,2.470495
415,2.423150
416,2.367868
417,2.475499
418,2.525106
419,2.409560
420,2.364976
421,2.437709
422,2.451153
423,2.439575
424,2.492524
425,2.335588
426,2.433464
427,2.303661
428,2.421210
429,2.615050
430,2.588650
431,2.546551
432,2.390976
433,2.420009
434,2.421049
435,2.522893
436,2.568311
437,2.412171
438,2.384224
439,2.492744
440,2.425460
441,2.512031
442,2.458245
443,2.393404
444,2.312061
445,2.415592
446,2.408106
447,2.378459
448,2.450063
449,2.466924
450,2.520503
451,2.411955
452,2.416499
453,2.421299
454,2.336523
455,2.376157
456,2.472715
457,2.286264
458,2.403585
459,2.436614
460,2.390316
461,2.366039
462,2.445534
463,2.423439
464,2.381667
465,2.450642
466,2.419996
467,2.414735
468,2.488167
469,2.518375
470,2.637045
471,2.504038
472,2.430024
473,2.415523
474,2.517452
475,2.432835
476,2.390700
477,2.562253
478,2.348808
479,2.389809
480,2.424020
481,2.671782
482,2.334768
483,2.315854
484,2.417528
485,2.528929
486,2.467779
487,2.436349
488,2.420052
489,2.299055
490,2.415693
491,2.379589
492,2.489248
493,2.449369
494,2.324564
495,2.563767
496,2.382307
497,2.409897
498,2.399660
499,2.390763
500,2.507714
501,2.388493
502,2.314879
503,2.483313
504,2.331212
505,2.445787
506,2.442018
507,2.319710
508,2.312333
509,2.273181
510,2.467246
511,2.399250
512,2.364587
513,2.284582
514,2.432787
515,2.230388
516,2.374368
517,2.292644
518,2.336762
519,2.449646
520,2.430341
521,2.306396
522,2.441476
523,2.379816
524,2.551499
525,2.380780
526,2.332735
527,2.442655
528,2.359016
529,2.565899
530,2.271875
531,2.370257
532,2.315516
533,2.326313
534,2.403823
535,2.291256
536,2.493247
537,2.360604
538,2.348586
539,2.379016
540,2.377895
541,2.330506
542,2.502849
543,2.390765
544,2.476548
545,2.414280
546,2.309190
547,2.316745
548,2.316469
549,2.281701
550,2.210358
551,2.316580
552,2.445728
553,2.287603
554,2.356953
555,2.298254
556,2.385815
557,2.559400
558,2.290573
559,2.582322
560,2.299918
561,2.318105
562,2.534070
563,2.352485
564,2.380618
565,2.289133
566,2.392819
567,2.278309
568,2.380481
569,2.362657
570,2.400619
571,2.296276
572,2.339915
573,2.402527
574,2.286880
575,2.265661
576,2.349555
577,2.325405
578,2.372687
579,2.287284
580,2.264838
581,2.278553
582,2.436206
583,2.258571
584,2.397637
585,2.208994
586,2.368081
587,2.257768
588,2.290555
589,2.288426
590,2.744590
591,2.362081
592,2.441400
593,2.294124
594,2.426054
595,2.492246
596,3.405325
597,2.221407
598,2.270021
599,2.282129
600,2.423116
601,2.408392
602,2.302045
603,2.557711
604,2.324208
605,2.542928
606,2.349468
607,2.299033
608,2.398153
609,2.352723
610,2.443133
611,2.238833
612,2.321635
613,2.457188
