step,loss
1,154.623047
2,135.357483
3,113.083252
4,90.550636
5,69.938553
6,55.417603
7,45.669449
8,37.913643
9,31.589539
10,27.198463
11,23.676172
12,20.936739
13,18.099356
14,16.045795
15,14.285461
16,12.973320
17,11.974501
18,11.937296
19,9.938810
20,8.850870
21,8.765960
22,8.430962
23,8.539665
24,7.179136
25,7.192076
26,6.620492
27,6.592308
28,6.590568
29,6.138472
30,5.927791
31,5.909223
32,5.726345
33,5.390437
34,5.591917
35,5.340985
36,5.386106
37,5.147151
38,4.886852
39,5.072007
40,4.934152
41,4.826984
42,4.882359
43,5.720603
44,4.684011
45,4.598845
46,4.543250
47,4.652865
48,4.712937
49,4.580516
50,4.605423
51,4.536032
52,4.453664
53,4.196849
54,4.411417
55,4.367150
56,5.211547
57,4.317568
58,4.207720
59,4.230826
60,4.150591
61,4.232034
62,3.949742
63,4.488307
64,4.133007
65,4.084710
66,4.100694
67,4.052286
68,4.052460
69,3.819035
70,3.994486
71,4.011400
72,3.959226
73,4.047823
74,4.202373
75,4.024263
76,3.950127
77,3.773681
78,3.925173
79,3.976427
80,3.814497
81,3.766810
82,3.857015
83,3.843204
84,3.668819
85,3.765287
86,3.810948
87,3.927096
88,3.819934
89,3.798878
90,3.833476
91,3.863295
92,3.720823
93,3.729790
94,3.723174
95,3.801355
96,3.727462
97,3.684796
98,3.805315
99,3.817395
100,3.687690
101,3.581087
102,3.572934
103,3.537142
104,3.678809
105,3.667027
106,3.511772
107,3.753263
108,3.694373
109,3.662506
110,3.553753
111,3.797692
112,3.622305
113,3.449799
114,3.539936
115,3.437835
116,3.590073
117,3.651975
118,3.487614
119,3.487635
120,3.606720
121,3.548994
122,3.601876
123,3.588727
124,3.645207
125,3.493350
126,3.498215
127,3.578357
128,3.428625
129,3.497249
130,3.555112
131,3.422598
132,3.478595
133,3.393320
134,3.503314
135,3.584505
136,3.483296
137,3.396448
138,3.466902
139,3.389813
140,3.536834
141,3.412104
142,3.467492
143,3.467645
144,3.441417
145,3.549988
146,3.408194
147,3.539385
148,3.479559
149,4.436912
150,3.595497
151,3.426476
152,3.442237
153,3.359101
154,3.548841
155,3.418710
156,3.435476
157,3.320236
158,3.372163
159,3.612154
160,3.358386
161,3.573195
162,3.432317
163,3.625921
164,3.474315
165,3.454774
166,3.355564
167,3.349847
168,3.379553
169,3.366780
170,3.408045
171,3.307683
172,3.356096
173,3.574365
174,3.434069
175,3.383201
176,3.369112
177,3.251953
178,3.394602
179,3.416915
180,3.375555
181,3.349411
182,3.367239
183,3.334213
184,3.339566
185,3.327370
186,3.231232
187,3.295821
188,3.356718
189,3.318717
190,3.273901
191,3.284437
192,3.258648
193,3.247262
194,3.235012
195,3.319927
196,3.385088
197,3.461053
198,3.330730
199,3.218199
200,3.341335
201,3.312559
202,3.276855
203,3.355001
204,3.359031
205,3.343787
206,3.281390
207,3.116573
208,3.284469
209,3.233824
210,3.301919
211,3.351285
212,3.215123
213,3.284091
214,3.306073
215,3.133490
216,3.231449
217,3.178823
218,3.209465
219,3.320820
220,3.290817
221,3.389127
222,3.260286
223,3.258176
224,3.287870
225,3.188003
226,3.204009
227,3.363990
228,3.256353
229,3.239573
230,3.281476
231,3.347485
232,3.257180
233,3.356938
234,3.267636
235,3.207598
236,3.251098
237,3.325679
238,3.258492
239,3.203843
240,3.338081
241,3.276021
242,3.273498
243,3.194976
244,3.238306
245,3.199532
246,3.389728
247,3.270812
248,3.246936
249,3.264891
250,3.278965
251,3.304923
252,3.198051
253,3.212658
254,3.232944
255,3.227641
256,3.287630
257,3.136175
258,3.153063
259,3.103198
260,3.128425
261,3.107594
262,3.204712
263,3.269135
264,3.221455
265,3.187847
266,3.181665
267,3.161485
268,3.171838
269,3.169620
270,3.274292
271,3.255185
272,3.200383
273,3.169747
274,3.250500
275,3.191626
276,3.191165
277,3.122584
278,3.154533
279,3.188804
280,3.228816
281,3.117294
282,3.238849
283,3.150665
284,3.314501
285,3.203562
286,3.432579
287,3.190269
288,3.206080
289,3.263903
290,3.336277
291,3.089414
292,3.193839
293,3.239994
294,3.215419
295,3.217457
296,3.154446
297,3.177177
298,3.305882
299,3.119154
300,3.182687
301,3.153090
302,3.138909
303,3.169885
304,3.218125
305,3.102499
306,3.141700
307,3.129896
308,3.081685
309,3.180160
310,3.150192
311,3.138388
312,3.148193
313,3.164070
314,3.048468
315,3.147126
316,3.206499
317,3.173109
318,3.167684
319,3.204344
320,3.093075
321,3.118595
322,3.174714
323,3.093374
324,3.090624
325,3.340909
326,3.220897
327,3.346363
328,3.136553
329,3.177543
330,3.192791
331,3.091306
332,3.117676
333,3.166202
334,3.041627
335,3.229499
336,3.085222
337,3.090373
338,3.115953
339,3.078116
340,3.153039
341,3.051337
342,3.162301
343,3.123271
344,3.126710
345,3.059463
346,3.151144
347,3.053717
348,3.037026
349,3.208936
350,3.098007
351,3.085269
352,3.179633
353,3.058363
354,3.158754
355,3.170553
356,3.077335
357,3.037332
358,3.340691
359,2.993991
360,3.182735
361,3.018946
362,3.148618
363,3.063167
364,3.043245
365,3.073071
366,3.123863
367,3.085290
368,3.062108
369,3.076840
370,3.250628
371,3.160300
372,3.014565
373,3.161456
374,3.087507
375,3.065680
376,3.017047
377,3.095699
378,3.028105
379,3.189610
380,3.021376
381,3.106519
382,3.064070
383,3.060370
384,3.037078
385,3.042402
386,3.004312
387,3.000775
388,2.990189
389,3.103427
390,3.071544
391,2.957107
392,3.174675
393,3.069166
394,3.052343
395,3.025445
396,3.182055
397,3.145436
398,3.124757
399,3.001158
400,2.961024
401,3.006942
402,3.094869
403,3.126228
404,3.004210
405,3.056915
406,2.983041
407,3.025491
408,3.099545
409,3.294372
410,3.060710
411,3.029426
412,2.974721
413,3.009381
414,3.039767
415,2.997594
416,3.063625
417,2.964587
418,3.019253
419,3.003557
420,2.998064
421,3.055530
422,3.003808
423,3.098464
424,3.020817
425,3.053978
426,2.961650
427,3.169531
428,3.050693
429,2.934250
430,2.991737
431,3.035004
432,3.035693
433,2.958390
434,3.113328
435,3.000498
436,2.994754
437,3.023261
438,2.972226
439,2.976190
440,3.062042
441,2.940819
442,3.004087
443,3.059556
444,3.220584
445,3.093382
446,2.979763
447,2.854849
448,3.121319
449,3.016487
450,2.987296
451,3.007278
452,3.016214
453,2.955044
454,2.920315
455,2.929447
456,3.048419
457,3.073595
458,3.115134
459,2.955657
460,3.062620
461,3.004176
462,2.999148
463,2.985467
464,2.996617
465,2.935965
466,2.965025
467,3.022213
468,3.001085
469,3.032416
470,2.957243
471,2.922407
472,3.064937
473,3.021208
474,3.280532
475,2.906996
476,3.073996
477,2.931534
478,2.977965
479,2.977925
480,3.016301
481,3.082266
482,2.918122
483,2.985920
484,2.927930
485,2.929467
486,3.079440
487,2.910555
488,3.071849
489,2.922950
490,2.997110
491,3.213758
492,3.008433
493,2.952577
494,3.019145
495,2.983722
496,3.003520
497,3.001827
498,2.926241
499,2.949407
500,2.995574
501,2.980357
502,2.937617
503,3.075426
504,2.992922
505,2.992435
506,2.929092
507,2.983135
508,2.929292
509,3.004482
510,3.052242
511,3.039443
512,2.970882
513,2.920518
514,3.022014
515,2.925272
516,2.950478
517,2.965928
518,2.958022
519,2.966030
520,3.137450
521,2.986138
522,3.155016
523,2.887727
524,3.003723
525,2.884643
526,2.884967
527,2.864490
528,2.929013
529,2.955604
530,2.926421
531,2.912389
532,2.985579
533,3.807284
534,2.897321
535,2.962707
536,3.128197
537,2.975651
538,2.930234
539,3.016056
540,2.982267
541,2.894555
542,2.889468
543,3.019840
544,2.939245
545,2.925200
546,2.921700
547,2.979891
548,2.940882
549,2.902090
550,2.897892
551,2.909184
552,2.864768
553,2.930192
554,3.053208
555,2.988566
556,2.921652
557,3.000567
558,2.947233
559,2.982251
560,2.918419
561,3.053802
562,2.921516
563,2.957314
564,3.017597
565,2.962132
566,2.879159
567,2.892977
568,3.003698
569,3.000211
570,2.838155
571,2.913818
572,2.864966
573,3.119247
574,3.033208
575,2.937654
576,2.930531
577,2.998063
578,2.843675
579,2.834160
580,2.917892
581,2.937969
582,2.843653
583,3.093269
584,2.911164
585,2.995544
586,2.807384
587,2.888892
588,2.853385
589,2.901689
590,2.853238
591,2.912663
592,2.919595
593,2.859055
594,2.846306
595,2.939624
596,2.872200
597,2.809941
598,2.813417
599,2.797799
600,2.861962
601,2.973094
602,2.908741
603,2.844389
604,2.795558
605,2.916003
606,2.882424
607,2.915623
608,2.867484
609,2.901806
610,2.921542
611,3.001750
612,2.836070
613,2.918652
614,2.914717
615,3.024554
616,2.881437
617,2.880068
618,3.027713
619,2.890371
620,2.799413
621,2.862282
622,2.903702
623,2.999962
624,2.874015
625,2.896412
626,2.872222
627,2.857558
628,2.853083
629,2.915545
630,2.907418
631,2.837264
632,2.891589
633,2.874841
634,2.847419
635,2.938469
636,2.838483
637,2.793546
638,2.887600
639,2.844862
640,2.907690
641,2.843755
642,2.862745
643,3.153794
644,3.101223
645,3.037211
646,2.820229
647,2.805554
648,3.178594
649,2.883214
650,2.917997
651,2.827320
652,2.949067
653,2.849208
654,2.920201
655,2.749981
656,2.997031
657,2.911460
658,2.813140
659,3.052006
660,2.833912
661,2.885699
662,2.821720
663,2.859923
664,2.910604
665,2.897032
666,2.787047
667,2.873228
668,2.983392
669,2.841009
670,2.868673
671,2.827504
672,2.762448
673,2.824399
674,2.765260
675,2.867934
676,2.913136
677,2.826951
678,2.804888
679,2.875973
680,2.912777
681,2.994525
682,2.895210
683,2.881824
684,2.898312
685,2.781054
686,2.975768
687,2.749040
688,2.859387
689,2.914264
690,2.852780
691,2.834923
692,2.782621
693,2.891157
694,2.930011
695,3.122136
696,2.910426
697,2.876731
698,2.826057
