step,loss
1,171.075836
2,148.610291
3,124.949875
4,103.981110
5,87.302803
6,74.044724
7,64.504929
8,57.237625
9,51.203293
10,46.348633
11,41.324062
12,38.092548
13,34.659447
14,31.562252
15,28.967707
16,26.646748
17,24.830826
18,22.115391
19,21.462227
20,19.129303
21,17.708313
22,17.580080
23,15.688971
24,15.071320
25,14.242159
26,13.713740
27,12.484848
28,11.660896
29,11.094372
30,10.135271
31,9.492949
32,8.729511
33,8.271831
34,8.244680
35,8.558452
36,7.029653
37,7.497248
38,6.610201
39,6.659945
40,5.957741
41,6.234621
42,5.939393
43,5.820825
44,5.742374
45,5.203072
46,5.493559
47,5.238062
48,5.010344
49,4.761805
50,4.951572
51,4.347502
52,4.748542
53,4.818104
54,4.688340
55,4.338640
56,4.154088
57,4.573455
58,4.052783
59,3.962420
60,4.024174
61,4.435482
62,4.254766
63,3.991644
64,4.045756
65,3.833706
66,3.862650
67,3.850770
68,3.637192
69,3.726418
70,3.630938
71,3.586561
72,3.958448
73,3.507339
74,3.376781
75,3.456509
76,3.409371
77,3.684979
78,3.387981
79,3.455726
80,3.422446
81,3.348491
82,3.497712
83,3.397355
84,3.364785
85,3.389626
86,3.289290
87,3.101737
88,3.381408
89,3.136995
90,3.198708
91,3.279653
92,3.520061
93,3.138236
94,3.067540
95,3.184813
96,3.086174
97,3.141196
98,3.031218
99,3.036582
100,3.093875
101,2.974829
102,2.991460
103,3.137087
104,3.189590
105,3.000631
106,3.005221
107,3.086933
108,2.950378
109,2.901423
110,3.072645
111,2.922757
112,2.969797
113,3.122599
114,2.971004
115,2.895954
116,2.899167
117,2.854438
118,2.925955
119,2.869010
120,2.818772
121,2.940418
122,2.937352
123,2.875767
124,2.824587
125,2.767772
126,2.844950
127,2.954819
128,2.760740
129,2.716029
130,2.953508
131,2.740357
132,2.780698
133,2.763577
134,2.810797
135,2.877508
136,2.811771
137,2.841513
138,2.728151
139,2.906234
140,2.868194
141,2.776625
142,2.982967
143,2.912267
144,2.673105
145,2.656257
146,2.799167
147,2.788376
148,2.642513
149,2.772836
150,2.829735
151,2.827689
152,2.745151
153,3.473245
154,2.805864
155,2.665934
156,2.667069
157,2.815094
158,2.682714
159,2.703569
160,2.769495
161,2.850878
162,2.655616
163,2.747921
164,2.619253
165,2.726434
166,2.646039
167,2.628323
168,2.716300
169,2.639769
170,2.775984
171,2.584138
172,2.867565
173,2.601566
174,2.709765
175,2.567083
176,2.653947
177,2.735283
178,2.742864
179,2.619639
180,2.653946
181,2.489171
182,2.702755
183,2.626517
184,2.633226
185,2.690108
186,2.702302
187,2.520081
188,2.679467
189,2.617672
190,2.622964
191,2.567621
192,2.545659
193,2.594876
194,2.556571
195,2.621750
196,2.559143
197,2.653641
198,2.597265
199,2.487645
200,2.575108
201,2.530837
202,2.632199
203,2.565372
204,2.488795
205,2.530676
206,2.533979
207,2.596251
208,2.541770
209,2.555564
210,2.547924
211,2.528532
212,2.635528
213,2.521652
214,2.492087
215,2.545544
216,2.733182
217,2.464231
218,2.456159
219,2.580632
220,2.647134
221,2.701086
222,2.434704
223,2.672858
224,2.504249
225,2.690875
226,2.832739
227,2.570330
228,2.512631
229,2.409346
230,2.486414
231,2.585244
232,2.790318
233,2.456944
234,2.526128
235,2.438241
236,2.570285
237,2.509050
238,2.636562
239,2.433406
240,2.522356
241,2.440702
242,2.490183
243,2.455486
244,2.503232
245,2.465052
246,2.491060
247,2.553415
248,2.488752
249,2.544172
250,2.437604
251,2.531347
252,2.546086
253,2.598478
254,2.530801
255,2.366792
256,2.396977
257,2.538096
258,2.437084
259,2.425061
260,2.453149
261,2.523847
262,2.376352
263,2.448612
264,2.440620
265,2.504963
266,2.432626
267,2.494454
268,2.511549
269,2.488835
270,2.539505
271,2.721897
272,2.421956
273,2.399898
274,2.440340
275,2.439666
276,2.376923
277,2.527077
278,2.539047
279,2.456023
280,2.540102
281,2.475981
282,2.421290
283,2.348495
284,2.468652
285,2.395923
286,2.362062
287,2.454466
288,2.384242
289,2.626810
290,2.388430
291,2.582456
292,2.437824
293,2.333775
294,2.495257
295,2.403306
296,2.390617
297,2.537849
298,2.402462
299,2.378516
300,2.421628
301,2.474521
302,2.423368
303,2.420961
304,2.526616
305,2.495640
306,2.308459
307,2.429430
308,2.379831
