step,loss
1,41.416046
2,40.534615
3,39.749538
4,38.407883
5,37.249725
6,35.909492
7,34.549675
8,33.395081
9,32.191101
10,31.089863
11,30.188375
12,29.209499
13,28.083778
14,27.415005
15,26.822926
16,25.952347
17,25.214474
18,24.565662
19,23.688639
20,23.197557
21,22.617260
22,22.121315
23,21.255596
24,20.742725
25,20.284081
26,19.759676
27,19.326244
28,18.718828
29,18.441868
30,17.832060
31,17.344193
32,17.092165
33,16.696568
34,16.219444
35,15.795971
36,15.315382
37,15.137201
38,14.963150
39,14.328707
40,14.192123
41,13.692400
42,13.304287
43,13.053568
44,12.671995
45,12.593603
46,12.218370
47,12.122994
48,11.609079
49,11.199116
50,11.090881
51,10.806659
52,10.647886
53,10.578785
54,10.088968
55,9.814213
56,9.600095
57,9.758635
58,9.237762
59,9.056427
60,8.788569
61,8.947662
62,8.733137
63,8.405478
64,8.399361
65,8.197210
66,7.942656
67,7.875079
68,7.814892
69,7.597582
70,7.340632
71,7.491115
72,7.277153
73,7.088004
74,6.984822
75,6.925559
76,6.702499
77,6.397856
78,6.457158
79,6.417547
80,6.128981
81,6.421649
82,6.228643
83,6.047608
84,5.848086
85,5.755850
86,5.713807
87,5.514046
88,5.434972
89,5.364937
90,5.199653
91,5.574453
92,5.182320
93,4.940612
94,5.143956
95,4.876399
96,4.744653
97,4.908943
98,4.663004
99,4.790399
100,4.714701
101,4.518397
102,4.502523
103,5.135159
104,4.270837
105,4.452299
106,4.213228
107,4.216476
108,4.251657
109,4.244530
110,4.322007
111,3.977608
112,4.208152
113,4.197218
114,3.855266
115,3.932508
116,4.131830
117,3.893918
118,3.873234
119,3.901769
120,3.897893
121,4.009408
122,3.521599
123,3.770177
124,3.682298
125,3.774587
126,3.949380
127,3.653594
128,3.703948
129,3.560896
130,3.719318
131,3.551439
132,3.549016
133,3.588537
134,3.976998
135,3.519047
136,3.382742
137,3.468778
138,3.573140
139,3.519038
140,3.449972
141,3.448574
142,3.405541
143,3.483358
144,3.474713
145,3.586649
146,3.486131
147,3.447933
148,3.411330
149,3.273059
150,3.334217
151,3.544106
152,3.290778
153,3.253845
154,3.297950
155,3.317709
156,3.310223
157,3.125871
158,3.287847
159,3.435666
160,3.297343
161,3.260237
162,3.251154
163,3.191067
164,3.344469
165,3.208819
166,3.230120
167,3.092358
168,3.398748
169,3.266256
170,3.429415
171,3.411501
172,3.345462
173,3.186966
174,3.256552
175,3.011165
176,3.120790
177,3.175006
178,3.095035
179,3.107003
180,3.175455
181,3.435433
182,3.241124
183,3.153349
184,3.060543
185,3.132610
186,3.099900
187,3.325832
188,3.266367
189,3.304424
190,3.059868
191,3.188058
192,3.165199
193,3.096091
194,3.034845
195,3.087294
196,3.101610
197,3.092050
198,3.045681
199,3.098958
200,3.032102
201,3.267348
202,3.105989
203,3.025399
204,3.174637
205,3.122026
206,3.007576
207,2.942204
208,2.954780
209,3.016674
210,3.114571
211,2.954350
212,2.932466
213,3.080059
214,3.152455
215,3.008978
216,3.981998
217,3.037581
218,2.972202
219,3.133395
220,3.167451
221,3.041450
222,3.015995
223,3.153005
224,3.010322
225,3.192891
226,2.949204
227,2.925228
228,2.929255
229,3.389538
230,3.044370
231,3.046752
232,3.297280
233,3.028818
234,3.007495
235,2.913338
236,2.947223
237,2.938392
238,2.964409
239,2.953781
240,2.871962
241,2.943401
242,2.994708
243,2.960035
244,2.913210
245,3.082174
246,3.024315
247,3.046176
248,2.957841
249,2.917320
250,2.952725
251,2.999830
252,3.013638
253,2.978112
254,2.993282
255,2.913272
256,2.898398
257,2.899429
258,3.012169
259,3.142957
260,2.947980
261,2.853407
262,2.987676
263,2.892522
264,2.951372
265,2.885172
266,2.918758
267,2.881238
268,3.009356
269,2.936810
270,3.000179
271,2.864971
272,2.841184
273,2.936341
274,2.770470
275,3.055616
276,2.800617
277,2.844326
278,2.807176
279,2.950654
280,2.873450
281,3.006488
282,2.812206
283,3.064197
284,2.847737
285,2.928379
286,2.948357
287,2.861074
288,2.884231
289,2.884953
290,2.871894
291,2.998882
292,3.518543
293,2.827464
294,2.717213
295,2.729142
296,2.782494
297,2.997539
298,2.875055
299,2.926033
300,2.844285
301,2.742682
302,2.982752
303,2.866211
304,2.785253
305,2.828775
306,2.809367
307,3.025552
308,3.053259
309,2.748253
310,2.758811
311,2.776226
312,2.716199
313,2.828049
314,2.789226
315,2.904024
316,2.934483
317,2.799567
318,2.877339
319,2.715766
320,2.839194
321,2.751405
322,2.748866
323,2.836946
324,2.830575
325,2.824311
326,2.831946
327,2.860425
328,2.789425
329,2.760684
330,2.782625
331,2.919768
332,2.789662
333,2.900292
334,2.711862
335,2.707742
