step,loss
1,156.529663
2,138.220825
3,115.208817
4,91.611099
5,69.983574
6,53.814316
7,42.620163
8,36.066830
9,30.807758
10,26.271692
11,22.612053
12,19.818914
13,17.920551
14,16.295362
15,15.092925
16,13.023333
17,12.391183
18,11.621020
19,10.034740
20,9.202632
21,8.578659
22,8.246959
23,7.562594
24,7.099204
25,8.363771
26,7.045573
27,7.119535
28,6.693119
29,6.165490
30,5.902600
31,6.307486
32,5.780629
33,5.785529
34,5.226357
35,5.456676
36,5.536583
37,5.093208
38,5.050602
39,5.253165
40,5.185934
41,4.669151
42,4.646741
43,4.864183
44,4.498320
45,4.962805
46,4.407759
47,4.672418
48,4.778157
49,4.664492
50,4.654197
51,5.021205
52,4.550962
53,4.459690
54,4.216469
55,4.104795
56,4.316937
57,4.237426
58,4.170340
59,4.595147
60,4.300835
61,4.431705
62,4.098791
63,4.197299
64,4.171097
65,4.022567
66,4.155306
67,4.160412
68,3.976394
69,3.938597
70,4.083663
71,4.568590
72,4.061959
73,4.201237
74,3.936459
75,4.052411
76,3.889342
77,4.053422
78,4.125950
79,3.918686
80,3.785696
81,3.840026
82,4.024742
83,3.835895
84,4.042335
85,3.847411
86,4.042694
87,3.941734
88,3.846686
89,3.817239
90,3.857931
91,3.718151
92,3.761186
93,3.790471
94,3.692221
95,3.815761
96,3.874409
97,3.745090
98,4.064839
99,3.664056
100,3.654489
101,3.500796
102,3.774501
103,3.726751
104,3.933804
105,3.913942
106,3.819645
107,3.873028
108,3.618055
109,3.853373
110,4.858785
111,3.547364
112,3.506074
113,3.616014
114,3.573442
115,3.711307
116,3.721130
117,3.668523
118,3.539948
119,3.718567
120,3.474133
121,3.775026
122,3.482975
123,3.546385
124,3.571725
125,3.689408
126,3.654150
127,3.460848
128,3.732227
129,3.554612
130,3.670845
131,3.548957
132,3.591622
133,3.666779
134,3.502168
135,3.420540
136,3.510509
137,3.518801
138,3.728736
139,3.410198
140,3.483265
141,3.488365
142,3.491982
143,3.543991
144,3.430773
145,3.565515
146,3.468058
147,3.405604
148,3.941398
149,3.364648
150,3.441626
151,3.377936
152,3.325718
153,3.485460
154,3.338752
155,3.341960
156,3.400326
157,3.563994
158,3.347661
159,3.340380
160,3.403385
161,3.369080
162,3.462626
163,3.371559
164,3.385344
165,3.367049
166,3.439333
167,3.397057
168,3.404305
169,3.430676
170,3.373100
171,3.681797
172,3.319245
173,3.326764
174,3.468967
175,3.538231
176,3.396625
177,3.320389
178,3.274918
179,3.305398
180,3.347289
181,3.307804
182,3.344568
183,3.337175
184,3.351973
185,3.526152
186,3.551927
187,3.452367
188,3.248738
189,3.294764
190,3.456772
191,3.191449
192,3.361523
193,3.353971
194,3.329585
195,3.289014
196,3.324038
197,3.266515
198,3.437819
199,3.319613
200,3.452841
201,3.387439
202,3.202298
203,3.339560
204,3.345747
205,3.287265
206,3.268251
207,3.531251
208,3.317986
209,3.312923
210,3.200371
211,3.214134
212,3.290775
213,3.517994
214,3.251375
215,3.297465
216,3.385154
217,3.353206
218,3.284804
219,3.381188
220,3.194541
221,3.481042
222,3.219169
223,3.345443
224,3.486864
225,3.265466
226,3.269313
227,3.170834
228,3.307338
229,3.317015
230,3.392191
231,3.506925
232,3.208698
233,3.174257
234,3.349233
235,3.219160
236,3.204752
237,3.189941
238,3.178222
239,3.411255
240,3.113796
241,3.324727
242,3.348566
243,3.307729
244,3.268986
245,3.156083
246,3.274737
247,3.478596
248,3.271241
249,3.210156
250,4.146950
251,3.236324
252,3.353986
253,3.155334
254,3.154413
255,3.201307
256,3.185506
257,3.218996
258,3.166221
259,3.354285
260,3.192976
261,3.288866
262,3.115248
263,3.299776
264,3.217930
265,3.070002
266,3.416257
267,3.232842
268,3.162204
269,3.181700
270,3.170360
271,3.171782
272,3.209637
273,3.191629
274,3.213094
275,3.091464
276,3.081777
277,3.103806
278,3.087025
279,3.190732
280,3.209277
281,3.136003
282,3.193544
283,3.136647
284,3.254961
285,3.420448
286,3.137371
287,3.107260
288,3.459433
289,3.070783
290,3.244406
291,3.248603
292,3.186038
293,3.236762
294,3.833828
295,3.136021
296,3.099326
297,3.616152
298,3.148738
299,3.093336
300,3.095731
301,3.136081
302,3.230393
303,3.055027
304,3.167714
305,3.236964
306,3.186927
307,3.226954
308,3.003153
309,3.129942
310,3.140269
311,3.166586
312,3.181446
313,3.069719
314,3.125962
315,3.124873
316,3.121113
317,3.230163
318,3.232123
319,3.155563
320,3.183284
321,3.179622
322,3.146719
323,3.150752
324,3.127951
325,3.145614
326,3.294857
327,3.019181
328,3.068326
329,3.175220
330,3.227454
331,3.100428
332,3.081952
333,3.111136
334,3.182557
335,3.183090
336,3.187950
337,3.044087
338,3.112301
339,3.052572
340,3.109225
341,3.135844
342,3.196788
343,3.114478
344,3.095487
345,3.175966
346,3.173897
347,3.127373
348,3.015234
349,3.026023
350,3.072395
351,2.973637
352,3.243883
353,3.131887
354,3.104561
355,3.135586
356,3.103818
357,3.097547
358,3.070870
359,2.998816
360,3.030788
361,3.248385
362,3.057517
363,3.025269
364,3.218033
365,3.146931
366,2.948503
367,3.032262
368,3.048128
369,2.973559
370,3.247291
371,3.165232
372,3.095683
373,3.029832
374,3.073570
375,3.070853
376,3.068340
377,3.036741
378,3.083115
379,3.023357
380,3.240575
381,3.093462
382,3.234932
383,3.088006
384,3.102365
385,3.052240
386,3.275345
387,3.048428
388,3.181774
389,3.016351
390,3.170174
391,3.005515
392,3.076544
393,3.079873
394,3.160118
395,3.249834
396,3.007609
397,2.948257
398,3.128800
399,3.133641
400,3.050730
401,3.117457
402,2.941080
403,3.024881
404,3.074135
405,3.064899
406,3.046590
407,3.226336
408,3.048258
409,3.125804
410,3.193176
411,3.120625
412,2.979066
413,3.201113
414,3.063120
415,2.926045
416,2.989278
417,3.054867
418,3.039000
419,3.020285
420,3.014449
421,3.048345
422,3.041326
423,3.133987
424,3.166514
425,3.241092
426,3.216989
427,3.044553
428,3.091220
429,2.981294
430,3.150434
431,3.036938
432,3.054330
433,3.121272
434,3.118110
435,3.059348
436,3.097931
437,2.970474
438,3.089426
439,3.055873
440,2.938955
441,3.010072
442,2.947223
443,2.991250
444,3.148931
445,3.138107
446,3.179192
447,2.969961
448,2.990036
449,2.964030
450,2.943690
451,2.952614
452,3.239921
453,2.939410
454,3.050320
455,2.997565
456,2.934266
457,2.926563
458,3.082040
459,3.042713
460,3.153954
461,3.038393
462,2.997681
463,3.089736
464,2.950075
465,2.964603
466,3.015725
467,3.032619
468,2.985137
469,2.943589
470,3.037006
471,2.965318
472,2.928083
473,2.923589
474,3.028719
475,2.942524
476,3.038903
477,2.967709
478,2.966950
479,3.159706
480,2.974573
481,2.765950
482,3.096960
483,2.874299
484,2.926777
485,3.005288
486,2.966726
487,3.082434
488,2.944220
489,3.102272
490,2.995105
491,2.912703
492,3.081918
493,3.450687
494,3.066256
495,2.985636
496,3.054403
497,2.917644
498,2.951537
499,3.091407
500,2.955870
501,3.043106
502,2.958356
503,3.159990
504,2.874650
505,2.949319
506,2.957647
507,2.962811
508,3.081079
509,2.911759
510,2.934687
511,2.993012
512,3.022006
513,2.989840
514,2.948595
515,3.024740
516,3.035615
517,3.019280
518,3.088848
519,2.920717
520,3.005945
521,2.927550
522,2.953031
523,2.944014
524,2.956074
525,2.977584
526,2.910120
527,3.029568
528,3.069481
529,2.933766
530,3.126467
531,2.858533
532,4.257644
533,2.987484
534,2.959833
535,2.897331
536,2.955116
537,2.941004
538,2.905474
539,3.034724
540,2.837330
541,2.984840
542,2.972783
543,2.895498
544,3.018831
545,3.014019
546,3.028621
547,2.853904
548,2.996357
549,2.821304
550,3.020889
551,2.923176
552,2.875401
553,2.936092
554,2.947388
555,3.019179
556,3.030308
557,2.900347
558,2.916750
559,2.916635
560,2.842959
561,2.978518
562,2.936513
563,2.901664
564,2.899253
565,2.988802
566,2.928150
567,2.923104
568,2.876212
569,2.823908
570,3.165109
571,2.974149
572,3.379244
573,3.011412
574,2.940844
575,3.049784
576,2.930659
577,2.981019
578,2.987422
579,2.801130
580,3.030287
581,2.988450
582,2.843201
583,2.934433
584,2.879019
585,2.975653
586,2.896477
587,2.866674
588,2.944572
589,3.064396
590,2.903187
591,2.824754
592,2.886430
593,2.880190
594,2.865291
595,2.947759
596,2.853432
597,2.946515
598,2.831444
599,2.910363
600,2.996893
601,2.858064
602,2.869210
603,2.906994
604,2.841684
605,2.883994
606,2.959185
607,2.885063
608,3.006324
609,2.834022
610,2.892261
611,3.015465
612,2.926403
613,2.935881
614,2.857474
615,2.983277
616,2.882579
617,2.884219
618,3.116510
619,2.906497
620,2.777508
621,2.849914
622,2.837477
623,2.886214
624,2.845150
625,2.967529
626,2.856014
627,3.088036
628,3.066691
629,2.827748
630,2.857050
631,2.845771
632,2.826262
633,2.957911
634,2.833831
635,2.915159
636,2.823540
637,2.913421
638,2.785747
639,2.943553
640,2.914806
641,2.808542
642,2.878776
643,2.848145
644,2.901098
645,2.945352
646,2.900854
647,3.134253
648,2.891827
649,2.888511
650,2.864964
651,2.906312
652,2.852620
653,3.007650
654,2.890026
655,2.865682
656,2.881114
657,2.900009
658,2.919975
659,2.989942
660,2.861213
661,2.847782
662,2.992563
663,2.867496
664,2.963627
665,3.199788
666,2.813716
667,2.799710
668,2.883197
669,2.926270
670,2.911900
671,2.770761
672,2.851343
673,2.912475
674,2.803819
675,2.889888
676,2.967629
677,2.797596
678,2.854220
679,2.806196
680,2.806507
681,2.908651
682,2.857531
683,2.890400
684,2.866358
685,2.907827
686,2.846512
687,2.820800
688,2.872851
689,3.013125
690,2.834933
691,2.803555
692,2.887856
693,2.905147
694,2.819528
695,2.793684
696,2.942589
697,2.923426
698,2.828156
699,2.919225
700,2.785700
701,2.938842
702,2.890853
703,2.812491
704,2.877806
705,2.907824
706,2.872630
707,2.881425
708,3.123326
709,3.000038
710,2.842557
711,2.855543
712,2.775255
713,2.790308
714,2.852479
715,3.239139
716,2.976423
717,2.896472
718,2.699728
719,2.730788
720,2.826748
721,2.867059
722,2.810433
723,2.747998
724,2.940938
725,2.932393
726,2.875821
727,2.813302
728,2.810297
729,2.950505
730,2.824502
731,2.817155
732,2.871704
733,2.894190
734,2.833472
735,2.755379
736,2.870212
737,3.011373
738,2.865733
739,2.768779
740,2.862379
741,2.855006
742,2.785411
743,2.789915
744,2.929786
745,2.906789
746,2.839036
747,2.861376
748,2.913677
749,2.784670
750,2.859007
751,2.723260
752,2.892695
753,2.907507
754,2.840241
755,2.920741
756,2.866772
757,2.833201
758,2.863905
759,2.892139
760,2.897155
761,2.864471
762,2.801062
763,2.837339
764,2.802464
765,2.798554
766,2.840449
767,2.863464
768,2.775734
769,2.735979
770,2.760839
771,3.103819
772,2.796024
773,2.840493
774,2.776613
775,2.970802
776,2.851525
777,2.889595
778,2.756353
779,2.781762
780,2.899619
781,2.803693
782,2.828429
783,2.905146
784,2.800521
785,2.883211
786,2.737920
787,2.799550
788,2.796285
789,2.777781
790,2.793298
791,2.789005
792,2.765476
793,2.797539
794,2.833532
795,2.747508
796,2.767644
797,2.806731
798,2.739240
799,2.766946
800,2.727058
801,2.813708
802,2.787561
803,2.875683
804,2.731296
805,2.736403
806,2.811849
807,2.821592
808,2.796921
809,2.787416
810,2.704844
811,2.843878
812,2.706488
813,2.892040
814,2.791544
815,2.841189
816,2.896862
817,2.908458
818,2.735798
819,2.720118
820,2.809105
821,2.755972
822,2.775399
823,2.742159
824,2.825767
825,2.850943
826,2.820685
827,2.727659
828,2.755484
829,2.858418
830,2.806118
831,2.845037
832,2.751818
833,2.775240
834,3.871146
835,2.915701
836,2.781259
837,2.790027
838,2.966984
839,2.782139
840,2.697599
841,2.752627
842,2.919805
843,2.715727
844,3.012383
845,2.774334
846,2.878381
847,2.937860
848,2.818662
849,2.845746
850,2.726719
851,2.861770
852,2.849226
853,2.831717
854,2.818094
855,2.810540
856,2.736215
857,2.933787
858,2.814710
859,2.739656
860,2.786815
861,2.869172
862,2.756157
863,2.864506
864,2.737318
865,2.797277
866,2.847279
867,2.846323
868,2.776409
869,2.794828
870,2.760447
871,2.784498
872,2.943363
873,2.838982
874,2.782408
875,2.653931
876,2.765336
877,2.811455
878,2.777961
879,2.819531
880,2.706631
881,2.815546
882,2.721673
883,2.743941
884,2.776386
885,2.759777
886,2.818571
887,2.768838
888,2.850168
889,2.731786
890,2.795700
891,2.746054
892,2.762757
893,2.744651
894,2.826917
895,2.829702
896,2.789381
897,2.775465
898,2.731605
899,2.734926
900,2.800635
901,2.812665
902,2.756058
903,2.805388
904,2.705087
905,3.153966
906,2.754569
907,2.745894
908,2.726807
909,2.837432
910,2.696096
911,2.766768
912,2.782943
913,2.681514
914,2.804641
915,2.655093
916,2.825217
917,2.691760
918,2.782023
919,2.833045
920,2.733860
921,2.870082
922,2.800669
923,3.762772
924,2.764266
925,2.653284
926,2.750163
927,2.774844
928,2.831179
929,2.812258
930,2.917864
931,2.831300
932,2.750106
933,2.735426
934,2.753820
935,2.748788
936,2.626894
937,2.693591
938,2.655614
939,2.770950
940,2.797663
941,2.774410
942,2.885494
943,2.956035
944,2.777881
945,2.720893
946,2.796478
947,2.669715
948,2.698199
949,2.869278
950,2.795115
951,2.732689
952,2.806099
953,2.833582
954,2.772638
955,2.822621
956,2.835425
957,2.961484
958,2.854570
959,2.755955
960,2.817456
961,2.809526
962,2.741720
963,2.771892
964,2.745314
965,2.709357
966,2.808493
967,2.847180
968,2.729599
969,2.807521
970,2.819192
971,2.704955
972,2.742833
973,2.764474
974,2.706533
975,2.760286
976,2.669415
977,2.754361
978,2.748554
979,2.882921
980,2.864936
981,2.762603
982,2.758292
983,2.737875
984,2.705863
985,2.770820
986,2.871376
987,2.770282
988,2.716355
989,2.791253
990,2.694382
991,2.744374
992,2.761667
993,2.719629
994,2.778684
995,2.741624
996,2.939590
997,2.729747
998,2.804256
999,2.722184
1000,2.892923
